POLICY_NUMBER,ACCRUAL_DATE,LAST_CHG_DATE,LAST_CHG_TIME,LOAN_BALANCE,ORIG_LOAN_AMOUNT,LOAN_AMT_ADDED,ACCRUED_INT_AMT,INTEREST_RATE,INTEREST_TYPE,INT_METHOD,STATUS_CODE,TYPE_CODE,LAST_REPAY_DATE,CAPITALIZED_DATE,INT_START_DATE,_LATEST_BALANCE_CLASS
9011102270   ,    20181217,     20190215,       182818,         .00,        15401.91,     -15401.91,            .00,        .0740,F            ,D         ,H          ,         ,       20181217,               0,      20181217,ZERO_BALANCE_HOLD
9011102551   ,    20220314,     20220314,       181607,         .00,          124.81,       -124.81,            .00,        .0740,F            ,D         ,H          ,R        ,       20220314,               0,      20220314,ZERO_BALANCE_HOLD
9011102787   ,    20110921,     20111121,       195846,         .00,         1177.62,      -1177.62,            .00,        .0740,F            ,D         ,H          ,         ,       20110921,               0,      20110921,ZERO_BALANCE_HOLD
9011104064   ,    20181210,     20181210,       154434,         .00,          108.24,       -108.24,            .00,        .0740,F            ,D         ,H          ,         ,       20181210,               0,      20181210,ZERO_BALANCE_HOLD
9011105008   ,    20210719,     20210719,       135018,         .00,         2264.06,      -2264.06,            .00,        .0740,F            ,D         ,H          ,         ,       20210719,               0,      20210719,ZERO_BALANCE_HOLD
9011105232   ,    20260211,     20260212,       115528,     4691.50,         4347.99,        343.51,            .00,        .0740,F            ,D         ,A          ,R        ,       20260211,        20260211,      20260211,ACTIVE_CANDIDATE
9011105385   ,    20190115,     20190225,       164650,       42.04,           42.32,          -.28,            .00,        .0740,F            ,D         ,H          ,         ,              0,               0,      20190115,ACTIVE_CANDIDATE
9011105386   ,    22180111,     20181114,        95306,         .00,            7.14,         -7.14,            .00,        .0740,F            ,D         ,R          ,R        ,       22180111,               0,      22180111,ZERO_BALANCE_HOLD
9011105523   ,    20190813,     20191014,       175822,         .00,         2244.33,      -2244.33,            .00,        .0740,F            ,D         ,H          ,         ,       20190813,               0,      20190813,ZERO_BALANCE_HOLD
9011105839   ,    20190424,     20190517,        90750,         .00,         4245.34,      -4245.34,            .00,        .0740,F            ,D         ,H          ,         ,       20190424,               0,      20190424,ZERO_BALANCE_HOLD
9011106598   ,    20260207,     20260209,       161925,     1985.58,         1838.65,        146.93,            .00,        .0740,F            ,D         ,A          ,R        ,       20260206,        20260207,      20260207,ACTIVE_CANDIDATE
9011107137   ,    20260315,     20260514,       180634,      657.48,          608.83,         48.65,            .00,        .0740,F            ,D         ,A          ,A        ,              0,        20260315,      20260315,ACTIVE_CANDIDATE
9011109446   ,    20230901,     20230810,        94507,         .00,        24261.85,     -24261.85,            .00,        .0740,F            ,D         ,H          ,         ,       20230901,               0,      20230901,ZERO_BALANCE_HOLD
9011109994   ,    20200305,     20200429,       140313,         .00,        11036.01,     -11036.01,            .00,        .0740,F            ,D         ,H          ,         ,       20200305,               0,      20200305,ZERO_BALANCE_HOLD
9011113250   ,    20220920,     20221014,        91913,         .00,           39.57,        -39.57,            .00,        .0740,F            ,D         ,H          ,R        ,       20220920,               0,      20220920,ZERO_BALANCE_HOLD
9011114096   ,    20220520,     20220707,       130433,         .00,         3276.69,      -3276.69,            .00,        .0740,F            ,D         ,H          ,         ,       20220520,               0,      20220520,ZERO_BALANCE_HOLD
9011114950   ,    20220125,     20220215,       154729,         .00,          718.06,       -718.06,            .00,        .0740,F            ,D         ,H          ,         ,       20220125,               0,      20220125,ZERO_BALANCE_HOLD
9011118229   ,    20041009,     20041208,       190423,      130.67,          121.00,          9.67,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20041009,      20041009,ACTIVE_CANDIDATE
9011118555   ,    20250914,     20250915,       183006,     1862.56,         1724.73,        137.83,            .00,        .0740,F            ,D         ,A          ,A        ,       20070522,        20250914,      20250914,ACTIVE_CANDIDATE
9011118615   ,    20250913,     20250915,       183004,    13631.82,        12623.07,       1008.75,            .00,        .0740,F            ,D         ,A          ,R        ,       20121109,        20250913,      20250913,ACTIVE_CANDIDATE
9011120297   ,    20160928,     20161129,        12941,         .00,         6979.22,      -6979.22,            .00,        .0740,F            ,D         ,H          ,         ,       20160928,               0,      20160928,ZERO_BALANCE_HOLD
9011122230   ,    20160919,     20160920,        83951,         .00,          145.91,       -145.91,            .00,        .0740,F            ,D         ,H          ,R        ,       20160919,               0,      20160919,ZERO_BALANCE_HOLD
9011122680   ,    20260511,     20260511,       180743,     1208.25,         1164.52,         43.73,            .00,        .0740,F            ,D         ,A          ,R        ,       20260511,        20260511,      20260511,ACTIVE_CANDIDATE
9011129276   ,    20120829,     20120829,        92140,         .00,         1719.62,      -1719.62,            .00,        .0740,F            ,D         ,H          ,R        ,       20120829,               0,      20120829,ZERO_BALANCE_HOLD
9011129883   ,    20260105,     20260306,       180612,     1598.50,         1480.21,        118.29,            .00,        .0740,F            ,D         ,A          ,A        ,       20251023,        20260105,      20260105,ACTIVE_CANDIDATE
9011130547   ,    20200201,     20200401,       195014,         .00,         1388.98,      -1388.98,            .00,        .0740,F            ,D         ,H          ,         ,       20200201,               0,      20200201,ZERO_BALANCE_HOLD
9011132516   ,    20130709,     20130709,       192727,         .00,            4.63,         -4.63,            .00,        .0740,F            ,D         ,H          ,R        ,       20130709,               0,      20130709,ZERO_BALANCE_HOLD
9011135494   ,    20220105,     20220117,       101342,         .00,         6659.68,      -6659.68,            .00,        .0740,F            ,D         ,H          ,         ,       20220105,               0,      20220105,ZERO_BALANCE_HOLD
9011136476   ,    20181108,     20190219,       142658,         .00,         3911.05,      -3911.05,            .00,        .0740,F            ,D         ,H          ,         ,       20181108,               0,      20181108,ZERO_BALANCE_HOLD
9011139474   ,    20250601,     20250602,       184331,    22124.17,        20486.98,       1637.19,            .00,        .0740,F            ,D         ,A          ,R        ,              0,        20250601,      20250601,ACTIVE_CANDIDATE
9011139778   ,    20230714,     20240122,       180017,         .00,          558.12,       -558.12,            .00,        .0740,F            ,D         ,H          ,         ,       20230714,               0,      20230714,ZERO_BALANCE_HOLD
9011140185   ,    20260324,     20260325,       121533,      661.51,          612.82,         48.69,            .00,        .0740,F            ,D         ,A          ,R        ,       20260324,        20260324,      20260324,ACTIVE_CANDIDATE
9011140516   ,    20210601,     20210730,       181458,         .00,         3250.27,      -3250.27,            .00,        .0740,F            ,D         ,H          ,         ,       20210601,               0,      20210601,ZERO_BALANCE_HOLD
9011140652   ,    20210601,     20210730,       181459,         .00,         2968.14,      -2968.14,            .00,        .0740,F            ,D         ,H          ,         ,       20210601,               0,      20210601,ZERO_BALANCE_HOLD
9011141382   ,    20240705,     20240705,       180239,     1309.19,         1221.02,         88.17,            .00,        .0740,F            ,D         ,R          ,R        ,       20240705,        20240705,      20240705,ACTIVE_CANDIDATE
9011145429   ,    20190320,     20190311,       111123,         .00,        11818.99,     -11818.99,            .00,        .0740,F            ,D         ,H          ,         ,       20190320,               0,      20190320,ZERO_BALANCE_HOLD
9011148847   ,    20200118,     20200619,       153115,         .00,           42.56,        -42.56,            .00,        .0740,F            ,D         ,H          ,         ,       20200118,               0,      20200118,ZERO_BALANCE_HOLD
9011151209   ,    20240805,     20240809,       152554,         .00,        10173.98,     -10173.98,            .00,        .0740,F            ,D         ,H          ,         ,       20240805,               0,      20240805,ZERO_BALANCE_HOLD
9011151285   ,    20091118,     20091119,        90555,         .00,          297.86,       -297.86,            .00,        .0740,F            ,D         ,H          ,R        ,       20091118,               0,      20091118,ZERO_BALANCE_HOLD
9011151436   ,    20220808,     20221007,       190508,       72.43,           67.07,          5.36,            .00,        .0740,F            ,D         ,R          ,A        ,       20191125,        20220808,      20220808,ACTIVE_CANDIDATE
9011152459   ,    20231004,     20231101,       144454,         .00,         2617.55,      -2617.55,            .00,        .0740,F            ,D         ,H          ,         ,       20231004,               0,      20231004,ZERO_BALANCE_HOLD
9011152870   ,    20200901,     20201030,       182003,      121.76,          112.75,          9.01,            .00,        .0740,F            ,D         ,R          ,A        ,       20191104,        20200901,      20200901,ACTIVE_CANDIDATE
9011154752   ,    20200219,     20200303,       152320,     1365.62,         1431.71,        -66.09,            .00,        .0740,F            ,D         ,H          ,         ,       20191108,               0,      20200219,ACTIVE_CANDIDATE
9011154852   ,    20190311,     20190312,        90745,     6465.61,         6200.56,        265.05,            .00,        .0740,F            ,D         ,R          ,R        ,       20190311,        20190311,      20190311,ACTIVE_CANDIDATE
9011158068   ,    20230201,     20230206,       102737,         .00,         3523.18,      -3523.18,            .00,        .0740,F            ,D         ,H          ,         ,       20230201,               0,      20230201,ZERO_BALANCE_HOLD
9011158069   ,    20220207,     20220301,       142803,         .00,           28.76,        -28.76,            .00,        .0740,F            ,D         ,H          ,         ,       20220207,               0,      20220207,ZERO_BALANCE_HOLD
9011158071   ,    20220121,     20220131,       110536,         .00,           25.93,        -25.93,            .00,        .0740,F            ,D         ,H          ,R        ,       20220121,               0,      20220121,ZERO_BALANCE_HOLD
9011158320   ,    20240218,     20240418,       180415,       69.85,           65.94,          3.91,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20240218,      20240218,ACTIVE_CANDIDATE
9011158530   ,    20151112,     20151113,        83310,         .00,           15.33,        -15.33,            .00,        .0740,F            ,D         ,H          ,R        ,       20151112,               0,      20151112,ZERO_BALANCE_HOLD
9011158531   ,    20151112,     20151113,        83009,         .00,           23.52,        -23.52,            .00,        .0740,F            ,D         ,H          ,R        ,       20151112,               0,      20151112,ZERO_BALANCE_HOLD
9011160478   ,    20260311,     20260511,       180644,      595.98,          562.44,         33.54,            .00,        .0740,F            ,D         ,A          ,A        ,       20200826,        20260311,      20260311,ACTIVE_CANDIDATE
9011160479   ,    20260311,     20260511,       180658,      932.50,          880.02,         52.48,            .00,        .0740,F            ,D         ,A          ,A        ,       20200827,        20260311,      20260311,ACTIVE_CANDIDATE
9011160480   ,    20260311,     20260511,       180708,      826.64,          780.12,         46.52,            .00,        .0740,F            ,D         ,A          ,A        ,       20200827,        20260311,      20260311,ACTIVE_CANDIDATE
9011162203   ,    20250427,     20250514,        90005,         .00,         1553.55,      -1553.55,            .00,        .0740,F            ,D         ,H          ,         ,       20250427,               0,      20250427,ZERO_BALANCE_HOLD
9011163086   ,    20130422,     20130510,        85803,         .00,          389.36,       -389.36,            .00,        .0740,F            ,D         ,H          ,R        ,       20130422,               0,      20130422,ZERO_BALANCE_HOLD
9011175485   ,    20200325,     20200417,        91606,         .00,          197.08,       -197.08,            .00,        .0740,F            ,D         ,H          ,         ,       20200325,               0,      20200325,ZERO_BALANCE_HOLD
9011176782   ,    20151208,     20151209,        72143,         .00,           62.63,        -62.63,            .00,        .0740,F            ,D         ,H          ,R        ,       20151208,               0,      20151208,ZERO_BALANCE_HOLD
9011177896   ,    20260416,     20260416,       180934,     1067.05,          988.09,         78.96,            .00,        .0740,F            ,D         ,A          ,R        ,       20230517,        20260416,      20260416,ACTIVE_CANDIDATE
9011177899   ,    20240617,     20240618,       103916,         .00,           47.72,        -47.72,            .00,        .0740,F            ,D         ,H          ,R        ,       20240617,               0,      20240617,ZERO_BALANCE_HOLD
9011178455   ,    20180227,     20180328,       131054,         .00,         1385.19,      -1385.19,            .00,        .0740,F            ,D         ,H          ,         ,       20180227,               0,      20180227,ZERO_BALANCE_HOLD
9011179153   ,    20260308,     20260507,       180538,     9577.56,         9455.29,        122.27,            .00,        .0740,F            ,D         ,A          ,A        ,       20160513,        20260308,      20260308,ACTIVE_CANDIDATE
9011179371   ,    20221011,     20221031,       134542,         .00,           16.20,        -16.20,            .00,        .0740,F            ,D         ,H          ,         ,       20221011,               0,      20221011,ZERO_BALANCE_HOLD
9011181080   ,    20240715,     20240715,       180602,     3341.24,         3097.25,        243.99,            .00,        .0740,F            ,D         ,R          ,R        ,       20240715,        20240715,      20240715,ACTIVE_CANDIDATE
9011181544   ,    20110307,     20110307,       205535,         .00,           13.59,        -13.59,            .00,        .0740,F            ,D         ,H          ,R        ,       20110307,               0,      20110307,ZERO_BALANCE_HOLD
9011183653   ,    20200818,     20200818,       141123,         .00,         5703.41,      -5703.41,            .00,        .0740,F            ,D         ,H          ,         ,       20200818,               0,      20200818,ZERO_BALANCE_HOLD
9011183936   ,    20260514,     20260515,       113843,     3437.72,         3368.90,         68.82,            .00,        .0740,F            ,D         ,A          ,R        ,       20260514,        20260514,      20260514,ACTIVE_CANDIDATE
9011184753   ,    20260309,     20260508,       180543,     3186.59,         3065.45,        121.14,            .00,        .0740,F            ,D         ,A          ,A        ,              0,        20260309,      20260309,ACTIVE_CANDIDATE
9011185002   ,    20180101,     20180305,       175617,         .00,         1429.00,      -1429.00,            .00,        .0740,F            ,D         ,H          ,         ,       20180101,               0,      20180101,ZERO_BALANCE_HOLD
9011185059   ,    20250721,     20250813,       135433,         .00,         8217.58,      -8217.58,            .00,        .0740,F            ,D         ,H          ,         ,       20250721,               0,      20250721,ZERO_BALANCE_HOLD
9011185375   ,    20190613,     20190613,        84830,         .00,           69.16,        -69.16,            .00,        .0740,F            ,D         ,H          ,R        ,       20190613,               0,      20190613,ZERO_BALANCE_HOLD
9011185943   ,    20180801,     20180926,       152519,         .00,         2599.70,      -2599.70,            .00,        .0740,F            ,D         ,H          ,         ,       20180801,               0,      20180801,ZERO_BALANCE_HOLD
9011185944   ,    20180810,     20180926,       144936,         .00,          111.53,       -111.53,            .00,        .0740,F            ,D         ,H          ,         ,       20180810,               0,      20180810,ZERO_BALANCE_HOLD
9011187300   ,    20190625,     20190710,        92027,         .00,         3121.77,      -3121.77,            .00,        .0740,F            ,D         ,H          ,         ,       20190625,               0,      20190625,ZERO_BALANCE_HOLD
9011188288   ,    20280107,     20260108,       120227,      311.01,          288.06,         22.95,            .00,        .0740,F            ,D         ,A          ,R        ,       20280107,        20280107,      20280107,ACTIVE_CANDIDATE
9011189530   ,    20260302,     20260302,       185516,      100.28,           92.86,          7.42,            .00,        .0740,F            ,D         ,A          ,R        ,       20250220,        20260302,      20260302,ACTIVE_CANDIDATE
9011189851   ,    20260302,     20260302,       185516,     2931.65,         2714.71,        216.94,            .00,        .0740,F            ,D         ,A          ,R        ,       20250320,        20260302,      20260302,ACTIVE_CANDIDATE
9011190146   ,    20240604,     20241121,       152245,         .00,        12653.20,     -12653.20,            .00,        .0740,F            ,D         ,H          ,         ,       20240604,               0,      20240604,ZERO_BALANCE_HOLD
9011190388   ,    20260323,     20260522,       180920,       96.39,           89.26,          7.13,            .00,        .0740,F            ,D         ,H          ,R        ,       20250521,        20260323,      20260323,ACTIVE_CANDIDATE
9011190668   ,           0,     20200908,        82826,      621.78,          755.81,       -134.03,            .00,        .0740,F            ,D         ,R          ,R        ,              0,               0,             0,ACTIVE_CANDIDATE
9011191513   ,    20180410,     20180426,       140703,         .00,         2960.10,      -2960.10,            .00,        .0740,F            ,D         ,H          ,         ,       20180410,               0,      20180410,ZERO_BALANCE_HOLD
9011191779   ,    20260417,     20260417,       181123,    18866.20,        17470.10,       1396.10,            .00,        .0740,F            ,D         ,A          ,R        ,              0,        20260417,      20260417,ACTIVE_CANDIDATE
9011191892   ,    20260311,     20260511,       180718,      552.99,          545.93,          7.06,            .00,        .0740,F            ,D         ,A          ,A        ,              0,        20260311,      20260311,ACTIVE_CANDIDATE
9011192121   ,    20260504,     20260504,       180559,      150.22,          139.10,         11.12,            .00,        .0740,F            ,D         ,A          ,R        ,       20260430,        20260504,      20260504,ACTIVE_CANDIDATE
9011193165   ,    20250622,     20250623,       180259,     5276.49,         4886.03,        390.46,            .00,        .0740,F            ,D         ,A          ,R        ,              0,        20250622,      20250622,ACTIVE_CANDIDATE
9011193218   ,    20260514,     20260514,       180708,     5367.90,         5304.96,         62.94,            .00,        .0740,F            ,D         ,A          ,R        ,       20260514,        20260514,      20260514,ACTIVE_CANDIDATE
9011193674   ,    20191014,     20191203,       145907,         .00,         2678.31,      -2678.31,            .00,        .0740,F            ,D         ,H          ,         ,       20191014,               0,      20191014,ZERO_BALANCE_HOLD
9011193692   ,    20220324,     20220324,       112410,        1.43,            1.48,          -.05,            .00,        .0740,F            ,D         ,H          ,R        ,       20220201,               0,      20220324,ACTIVE_CANDIDATE
9011194381   ,    20260316,     20260515,       181055,     1160.71,         1095.39,         65.32,            .00,        .0740,F            ,D         ,A          ,A        ,              0,        20260316,      20260316,ACTIVE_CANDIDATE
9011194729   ,    20251216,     20251216,       181910,       16.27,           15.07,          1.20,            .00,        .0740,F            ,D         ,A          ,A        ,              0,        20251216,      20251216,ACTIVE_CANDIDATE
9011194768   ,    20210415,     20210505,       135049,         .00,         5031.61,      -5031.61,            .00,        .0740,F            ,D         ,H          ,         ,       20210415,               0,      20210415,ZERO_BALANCE_HOLD
9011195139   ,    20201011,     20201105,       142460,         .00,         7241.99,      -7241.99,            .00,        .0740,F            ,D         ,H          ,         ,       20201011,               0,      20201011,ZERO_BALANCE_HOLD
9011195201   ,    20260505,     20260505,       180305,     5204.84,         4947.22,        257.62,            .00,        .0740,F            ,D         ,A          ,R        ,       20260505,        20260505,      20260505,ACTIVE_CANDIDATE
9011195601   ,    20260403,     20260406,        95229,         .00,          188.49,       -188.49,            .00,        .0740,F            ,D         ,H          ,         ,       20260403,               0,      20260403,ZERO_BALANCE_HOLD
9011195602   ,    20260403,     20260406,        95023,         .00,           75.68,        -75.68,            .00,        .0740,F            ,D         ,H          ,         ,       20260403,               0,      20260403,ZERO_BALANCE_HOLD
9011196134   ,    20200314,     20200423,       101642,         .00,        73541.13,     -73541.13,            .00,        .0740,F            ,D         ,H          ,         ,       20200314,               0,      20200314,ZERO_BALANCE_HOLD
9011196169   ,    20111013,     20111212,       195259,       81.05,           77.99,          3.06,            .00,        .0740,F            ,D         ,R          ,A        ,       20110113,        20111013,      20111013,ACTIVE_CANDIDATE
9011196170   ,    20111013,     20111212,       195304,       63.80,           61.39,          2.41,            .00,        .0740,F            ,D         ,R          ,A        ,       20110113,        20111013,      20111013,ACTIVE_CANDIDATE
9011196444   ,    20230802,     20230911,       131243,         .00,         2445.17,      -2445.17,            .00,        .0740,F            ,D         ,H          ,         ,       20230802,               0,      20230802,ZERO_BALANCE_HOLD
9011196445   ,    20251202,     20260105,       142028,         .00,         3539.64,      -3539.64,            .00,        .0740,F            ,D         ,H          ,         ,       20251202,               0,      20251202,ZERO_BALANCE_HOLD
9011196852   ,    20081217,     20081218,        75942,         .00,         1502.02,      -1502.02,            .00,        .0740,F            ,D         ,H          ,R        ,       20081217,               0,      20081217,ZERO_BALANCE_HOLD
9011197220   ,    20260504,     20260505,       125820,     3066.91,         3134.17,        -67.26,            .00,        .0740,F            ,D         ,H          ,R        ,       20260330,               0,      20260504,ACTIVE_CANDIDATE
9011197244   ,    20260421,     20260422,       124520,     8084.87,         8300.56,       -215.69,            .00,        .0740,F            ,D         ,R          ,R        ,       20260113,               0,      20260421,ACTIVE_CANDIDATE
9011197712   ,    20260504,     20260504,       180457,     1963.73,         1892.26,         71.47,            .00,        .0740,F            ,D         ,A          ,R        ,       20260504,        20260504,      20260504,ACTIVE_CANDIDATE
9011197713   ,    20260504,     20260504,       180457,      115.32,          111.12,          4.20,            .00,        .0740,F            ,D         ,A          ,R        ,       20260504,        20260504,      20260504,ACTIVE_CANDIDATE
9011197714   ,    20250205,     20250205,       181118,         .00,            3.86,         -3.86,            .00,        .0740,F            ,D         ,H          ,R        ,       20250205,               0,      20250205,ZERO_BALANCE_HOLD
9011197715   ,    20201207,     20210113,        85607,         .00,          593.64,       -593.64,            .00,        .0740,F            ,D         ,H          ,         ,       20201207,               0,      20201207,ZERO_BALANCE_HOLD
9011197716   ,    20251118,     20251119,       120537,      742.62,          690.13,         52.49,            .00,        .0740,F            ,D         ,A          ,R        ,       20251118,        20251118,      20251118,ACTIVE_CANDIDATE
9011198043   ,    20251219,     20251219,       143210,      803.10,          862.72,        -59.62,            .00,        .0740,F            ,D         ,H          ,R        ,       20251125,               0,      20251219,ACTIVE_CANDIDATE
9011198246   ,    20190731,     20190731,       125537,         .00,         2357.47,      -2357.47,            .00,        .0740,F            ,D         ,H          ,         ,       20190731,               0,      20190731,ZERO_BALANCE_HOLD
9011198305   ,    20251215,     20251215,       182147,     5457.26,         5053.42,        403.84,            .00,        .0740,F            ,D         ,A          ,R        ,       20240801,        20251215,      20251215,ACTIVE_CANDIDATE
9011198306   ,    20251215,     20251215,       182147,     4652.40,         4308.12,        344.28,            .00,        .0740,F            ,D         ,A          ,R        ,       20240801,        20251215,      20251215,ACTIVE_CANDIDATE
9011198765   ,    20260504,     20260505,       125601,    18495.36,        17246.16,       1249.20,            .00,        .0740,F            ,D         ,A          ,R        ,       20260504,        20260504,      20260504,ACTIVE_CANDIDATE
9011198799   ,    20240528,     20240528,       180554,         .00,           52.96,        -52.96,            .00,        .0740,F            ,D         ,H          ,R        ,       20240528,               0,      20240528,ZERO_BALANCE_HOLD
9011198845   ,    20220401,     20220531,       183806,         .00,         4747.94,      -4747.94,            .00,        .0740,F            ,D         ,H          ,         ,       20220401,               0,      20220401,ZERO_BALANCE_HOLD
9011198871   ,    20260314,     20260316,       181147,       77.65,           71.90,          5.75,            .00,        .0740,F            ,D         ,A          ,R        ,       20260306,        20260314,      20260314,ACTIVE_CANDIDATE
9011198926   ,    20160912,     20160912,       200250,       89.21,           93.07,         -3.86,            .00,        .0740,F            ,D         ,H          ,R        ,       20160812,               0,      20160912,ACTIVE_CANDIDATE
9011198951   ,    20190927,     20190930,        72138,         .00,           24.76,        -24.76,            .00,        .0740,F            ,D         ,H          ,R        ,       20190927,               0,      20190927,ZERO_BALANCE_HOLD
9011198997   ,    20260328,     20260527,       181140,     4490.37,         4849.21,       -358.84,            .00,        .0740,F            ,D         ,H          ,A        ,       20260217,               0,      20260328,ACTIVE_CANDIDATE
9011199549   ,    20260506,     20260507,       122140,      128.83,          119.42,          9.41,            .00,        .0740,F            ,D         ,A          ,R        ,       20260506,        20260506,      20260506,ACTIVE_CANDIDATE
9011199612   ,    20180105,     20180105,       113846,         .00,          428.52,       -428.52,            .00,        .0740,F            ,D         ,H          ,         ,       20180105,               0,      20180105,ZERO_BALANCE_HOLD
9011200008   ,    20240701,     20240830,       181240,    37513.52,        40511.36,      -2997.84,            .00,        .0740,F            ,D         ,H          ,         ,       20100924,               0,      20240701,ACTIVE_CANDIDATE
9011200012   ,    20250617,     20250804,       104452,         .00,           51.00,        -51.00,            .00,        .0740,F            ,D         ,H          ,R        ,       20250617,               0,      20250617,ZERO_BALANCE_HOLD
9011200196   ,    20230717,     20230717,       184718,     2151.08,         1991.90,        159.18,            .00,        .0740,F            ,D         ,R          ,R        ,       20230717,        20230717,      20230717,ACTIVE_CANDIDATE
9011200570   ,    20251101,     20251103,       185304,     6268.78,         5804.89,        463.89,            .00,        .0740,F            ,D         ,A          ,R        ,              0,        20251101,      20251101,ACTIVE_CANDIDATE
9011200673   ,    20250825,     20250825,       180435,      119.24,          110.42,          8.82,            .00,        .0740,F            ,D         ,A          ,A        ,              0,        20250825,      20250825,ACTIVE_CANDIDATE
9011200872   ,    20250907,     20250908,       180756,    12414.08,        11495.44,        918.64,            .00,        .0740,F            ,D         ,A          ,R        ,       20141111,        20250907,      20250907,ACTIVE_CANDIDATE
9011202381   ,    20200514,     20200619,       155915,         .00,         1976.48,      -1976.48,            .00,        .0740,F            ,D         ,H          ,         ,       20200514,               0,      20200514,ZERO_BALANCE_HOLD
9011203371   ,    20250213,     20250414,       180449,         .00,         7053.71,      -7053.71,            .00,        .0740,F            ,D         ,H          ,         ,       20250213,               0,      20250213,ZERO_BALANCE_HOLD
9011203455   ,    20260213,     20260213,       180634,     4390.90,         4065.97,        324.93,            .00,        .0740,F            ,D         ,A          ,R        ,       20150323,        20260213,      20260213,ACTIVE_CANDIDATE
9011203456   ,    20260513,     20260513,       180456,     6044.24,         5702.88,        341.36,            .00,        .0740,F            ,D         ,A          ,R        ,       20260513,        20260513,      20260513,ACTIVE_CANDIDATE
9011203458   ,    20120310,     20120312,        80649,         .00,             .02,          -.02,            .00,        .0740,F            ,D         ,H          ,R        ,       20120310,               0,      20120310,ZERO_BALANCE_HOLD
9011203598   ,    20190205,     20190408,       184436,         .00,         1637.54,      -1637.54,            .00,        .0740,F            ,D         ,H          ,         ,       20190205,               0,      20190205,ZERO_BALANCE_HOLD
9011204257   ,    20060206,     20060207,        35423,         .00,            8.63,         -8.63,            .00,        .0740,F            ,D         ,H          ,R        ,       20060206,               0,      20060206,ZERO_BALANCE_HOLD
9011205919   ,    20190601,     20190702,       132914,         .00,         2485.13,      -2485.13,            .00,        .0740,F            ,D         ,H          ,         ,       20190601,               0,      20190601,ZERO_BALANCE_HOLD
9011206410   ,    20260121,     20260121,       110201,         .00,         3514.62,      -3514.62,            .00,        .0740,F            ,D         ,H          ,         ,       20260121,               0,      20260121,ZERO_BALANCE_HOLD
9011206644   ,    20240801,     20240903,       161133,         .00,         1315.30,      -1315.30,            .00,        .0740,F            ,D         ,H          ,         ,       20240801,               0,      20240801,ZERO_BALANCE_HOLD
9011207112   ,    20260514,     20260515,       110104,      359.86,          351.62,          8.24,            .00,        .0740,F            ,D         ,A          ,R        ,       20260514,        20260514,      20260514,ACTIVE_CANDIDATE
9011207113   ,    20171124,     20180123,       180317,         .00,         1136.35,      -1136.35,            .00,        .0740,F            ,D         ,H          ,         ,       20171124,               0,      20171124,ZERO_BALANCE_HOLD
9011207114   ,    20260514,     20260515,       114258,      395.00,          385.95,          9.05,            .00,        .0740,F            ,D         ,A          ,R        ,       20260514,        20260514,      20260514,ACTIVE_CANDIDATE
9011207115   ,    20260514,     20260515,       114405,      385.23,          376.41,          8.82,            .00,        .0740,F            ,D         ,A          ,R        ,       20260514,        20260514,      20260514,ACTIVE_CANDIDATE
9011207116   ,    20260514,     20260515,       114509,       72.52,           70.86,          1.66,            .00,        .0740,F            ,D         ,A          ,R        ,       20260514,        20260514,      20260514,ACTIVE_CANDIDATE
9011207117   ,    20260514,     20260515,       114613,       15.76,           15.40,           .36,            .00,        .0740,F            ,D         ,A          ,R        ,       20260514,        20260514,      20260514,ACTIVE_CANDIDATE
9011207222   ,    20211006,     20211028,       102512,         .00,          174.62,       -174.62,            .00,        .0740,F            ,D         ,H          ,         ,       20211006,               0,      20211006,ZERO_BALANCE_HOLD
9011207733   ,    20251128,     20260127,       180432,       47.92,           44.95,          2.97,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20251128,      20251128,ACTIVE_CANDIDATE
9011208332   ,    20260305,     20260504,       180417,      934.99,          882.37,         52.62,            .00,        .0740,F            ,D         ,A          ,A        ,              0,        20260305,      20260305,ACTIVE_CANDIDATE
9011208787   ,    20210624,     20210824,       103927,         .00,        13430.02,     -13430.02,            .00,        .0740,F            ,D         ,H          ,         ,       20210624,               0,      20210624,ZERO_BALANCE_HOLD
9011209064   ,    20240105,     20240219,       111103,         .00,          743.75,       -743.75,            .00,        .0740,F            ,D         ,H          ,         ,       20240105,               0,      20240105,ZERO_BALANCE_HOLD
9011209262   ,    20191122,     20191210,       152042,         .00,         2343.41,      -2343.41,            .00,        .0740,F            ,D         ,H          ,         ,       20191122,               0,      20191122,ZERO_BALANCE_HOLD
9011209469   ,    20190417,     20190517,       105330,    21387.22,        22691.30,      -1304.08,            .00,        .0740,F            ,D         ,R          ,         ,              0,               0,      20190417,ACTIVE_CANDIDATE
9011209496   ,    20170118,     20170320,       191235,         .00,         3328.65,      -3328.65,            .00,        .0740,F            ,D         ,H          ,         ,       20170118,               0,      20170118,ZERO_BALANCE_HOLD
9011209916   ,    20200727,     20200727,       130201,         .00,         2128.83,      -2128.83,            .00,        .0740,F            ,D         ,H          ,         ,       20200727,               0,      20200727,ZERO_BALANCE_HOLD
