PLAN,AGE,CNTL,TV0,TV1,TV2,TV3,TV4,TV5,TV6,TV7,TV8,TV9,GENDER,UWCLASS,BAND,ISSCNTRY,ISSUEST,EFFDATE
103PFN,28,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,28,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,28,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,28,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,28,06,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,28,07,.00,,,,,,,,,,F,NS,00,0000,00,19000101
103PFN,29,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,29,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,29,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,29,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,29,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,29,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,29,06,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,30,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,30,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,30,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,30,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,30,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,30,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,30,06,.00,.00,.00,.00,.00,.00,.00,.00,.00,,F,NS,00,0000,00,19000101
103PFN,31,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,31,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,31,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,31,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,31,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,31,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,31,06,.00,.00,.00,.00,.00,.00,.00,.00,,,F,NS,00,0000,00,19000101
103PFN,32,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,32,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,32,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,32,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,32,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,32,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,32,06,.00,.00,.00,.00,.00,.00,.00,,,,F,NS,00,0000,00,19000101
103PFN,33,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,33,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,33,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,33,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,33,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,33,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,33,06,.00,.00,.00,.00,.00,.00,,,,,F,NS,00,0000,00,19000101
103PFN,34,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,34,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,34,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,34,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,34,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,34,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,34,06,.00,.00,.00,.00,.00,,,,,,F,NS,00,0000,00,19000101
103PFN,35,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,35,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,35,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,35,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,35,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,35,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,35,06,.00,.00,.00,.00,,,,,,,F,NS,00,0000,00,19000101
103PFN,36,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,36,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,36,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,36,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,36,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,36,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,36,06,.00,.00,.00,,,,,,,,F,NS,00,0000,00,19000101
103PFN,37,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,37,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,37,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,37,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,37,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,37,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,37,06,.00,.00,,,,,,,,,F,NS,00,0000,00,19000101
103PFN,38,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,38,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,38,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,38,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,38,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,38,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,38,06,.00,,,,,,,,,,F,NS,00,0000,00,19000101
103PFN,39,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,39,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,39,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,39,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,39,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,39,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,40,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,40,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,40,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,40,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,40,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,40,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,,F,NS,00,0000,00,19000101
103PFN,41,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,41,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,41,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,41,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,41,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,41,05,.00,.00,.00,.00,.00,.00,.00,.00,,,F,NS,00,0000,00,19000101
103PFN,42,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,42,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,42,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,42,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,42,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,42,05,.00,.00,.00,.00,.00,.00,.00,,,,F,NS,00,0000,00,19000101
103PFN,43,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,43,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,43,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,43,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,43,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,43,05,.00,.00,.00,.00,.00,.00,,,,,F,NS,00,0000,00,19000101
103PFN,44,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,44,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,44,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,44,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,44,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,44,05,.00,.00,.00,.00,.00,,,,,,F,NS,00,0000,00,19000101
103PFN,45,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,45,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,45,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,45,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,45,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,45,05,.00,.00,.00,.00,,,,,,,F,NS,00,0000,00,19000101
103PFN,46,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,46,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,46,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,46,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,46,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,46,05,.00,.00,.00,,,,,,,,F,NS,00,0000,00,19000101
103PFN,47,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,47,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,47,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,47,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,47,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,47,05,.00,.00,,,,,,,,,F,NS,00,0000,00,19000101
103PFN,48,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,48,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,48,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,48,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,48,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,48,05,.00,,,,,,,,,,F,NS,00,0000,00,19000101
103PFN,49,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,49,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,49,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,49,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,49,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,50,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,50,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,50,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,50,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,50,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,,F,NS,00,0000,00,19000101
103PFN,51,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,51,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,51,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,51,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,51,04,.00,.00,.00,.00,.00,.00,.00,.00,,,F,NS,00,0000,00,19000101
103PFN,52,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,52,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,52,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,52,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,52,04,.00,.00,.00,.00,.00,.00,.00,,,,F,NS,00,0000,00,19000101
103PFN,53,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,53,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,53,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,53,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,53,04,.00,.00,.00,.00,.00,.00,,,,,F,NS,00,0000,00,19000101
103PFN,54,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,54,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,54,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,54,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,54,04,.00,.00,.00,.00,.00,,,,,,F,NS,00,0000,00,19000101
103PFN,55,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,55,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,55,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,55,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,55,04,.00,.00,.00,.00,,,,,,,F,NS,00,0000,00,19000101
103PFN,56,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,56,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,56,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,56,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,56,04,.00,.00,.00,,,,,,,,F,NS,00,0000,00,19000101
103PFN,57,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,57,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,57,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,57,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,57,04,.00,.00,,,,,,,,,F,NS,00,0000,00,19000101
103PFN,58,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,58,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,58,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,58,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,58,04,.00,,,,,,,,,,F,NS,00,0000,00,19000101
103PFN,59,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,59,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,59,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,59,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,60,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,60,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,60,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,60,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,,F,NS,00,0000,00,19000101
103PFN,61,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,61,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,61,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,61,03,.00,.00,.00,.00,.00,.00,.00,.00,,,F,NS,00,0000,00,19000101
103PFN,62,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,62,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,62,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,62,03,.00,.00,.00,.00,.00,.00,.00,,,,F,NS,00,0000,00,19000101
103PFN,63,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,63,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,63,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,63,03,.00,.00,.00,.00,.00,.00,,,,,F,NS,00,0000,00,19000101
103PFN,64,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,64,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,64,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,64,03,.00,.00,.00,.00,.00,,,,,,F,NS,00,0000,00,19000101
103PFN,65,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,65,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,65,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,65,03,.00,.00,.00,.00,,,,,,,F,NS,00,0000,00,19000101
103PFN,66,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,66,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,66,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,66,03,.00,.00,.00,,,,,,,,F,NS,00,0000,00,19000101
103PFN,67,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,67,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,67,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,67,03,.00,.00,,,,,,,,,F,NS,00,0000,00,19000101
103PFN,68,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,68,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,68,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,68,03,.00,,,,,,,,,,F,NS,00,0000,00,19000101
103PFN,69,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,69,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,69,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,70,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,70,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,70,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,,F,NS,00,0000,00,19000101
103PFN,71,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,71,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,71,02,.00,.00,.00,.00,.00,.00,.00,.00,,,F,NS,00,0000,00,19000101
103PFN,72,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,72,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,72,02,.00,.00,.00,.00,.00,.00,.00,,,,F,NS,00,0000,00,19000101
103PFN,73,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,73,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,73,02,.00,.00,.00,.00,.00,.00,,,,,F,NS,00,0000,00,19000101
103PFN,74,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,74,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,74,02,.00,.00,.00,.00,.00,,,,,,F,NS,00,0000,00,19000101
103PFN,75,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,75,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,75,02,.00,.00,.00,.00,,,,,,,F,NS,00,0000,00,19000101
103PFN,76,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,76,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,76,02,.00,.00,.00,,,,,,,,F,NS,00,0000,00,19000101
103PFN,77,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,77,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,77,02,.00,.00,,,,,,,,,F,NS,00,0000,00,19000101
103PFN,78,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,78,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,78,02,.00,,,,,,,,,,F,NS,00,0000,00,19000101
103PFN,79,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFN,79,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,NS,00,0000,00,19000101
103PFS,18,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,SM,00,0000,00,19000101
103PFS,18,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,SM,00,0000,00,19000101
103PFS,18,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,F,SM,00,0000,00,19000101
